Player,Pos,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Team,Birth,College
Adam Flagler,SG,24,2,0,7.0,0.5,3.5,0.143,0.5,3.0,0.167,0.0,0.5,0.0,0.214,0.0,0.0,,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.5,Oklahoma City Thunder,US,"Presbyterian College, Baylor"
Olivier Sarr,C,24,15,0,6.5,0.7,1.3,0.579,0.1,0.4,0.333,0.6,0.9,0.692,0.632,0.7,1.0,0.667,0.7,1.7,2.4,0.1,0.0,0.5,0.2,1.2,2.3,Oklahoma City Thunder,FR,"Wake Forest, Kentucky"
Dāvis Bertāns,PF,31,15,0,6.1,0.7,1.7,0.385,0.7,1.6,0.417,0.0,0.1,0.0,0.577,0.9,1.0,0.933,0.1,0.5,0.7,0.6,0.2,0.2,0.1,0.7,2.9,Oklahoma City Thunder,LV,
Aleksej Pokusevski,PF,22,10,0,6.0,0.4,1.6,0.25,0.2,1.1,0.182,0.2,0.5,0.4,0.313,0.2,0.4,0.5,0.2,0.8,1.0,0.5,0.1,0.1,0.3,0.5,1.2,Oklahoma City Thunder,RS,
Mike Muscala,C,32,16,0,5.7,0.5,1.4,0.364,0.1,0.7,0.091,0.4,0.7,0.636,0.386,0.0,0.1,0.0,0.4,0.9,1.3,0.3,0.1,0.1,0.3,0.5,1.1,Oklahoma City Thunder,US,Bucknell
Nikola Jokić,C,28,79,79,34.6,10.4,17.9,0.583,1.1,2.9,0.359,9.4,14.9,0.626,0.612,4.5,5.5,0.817,2.8,9.5,12.4,9.0,1.4,0.9,3.0,2.5,26.4,Denver Nuggets,RS,
Michael Porter Jr.,SF,25,81,81,31.7,6.4,13.3,0.484,2.7,6.8,0.397,3.7,6.5,0.575,0.586,1.1,1.4,0.836,1.3,5.7,7.0,1.5,0.5,0.7,1.1,1.8,16.7,Denver Nuggets,US,Missouri
Kentavious Caldwell-Pope,SG,30,76,76,31.6,3.6,7.7,0.46,1.6,4.1,0.406,1.9,3.7,0.52,0.566,1.3,1.5,0.894,0.4,2.0,2.4,2.4,1.3,0.6,1.0,2.0,10.1,Denver Nuggets,US,Georgia
Aaron Gordon,PF,28,73,73,31.5,5.5,9.8,0.556,0.5,1.9,0.29,4.9,7.9,0.619,0.584,2.4,3.7,0.658,2.4,4.1,6.5,3.5,0.8,0.6,1.4,1.9,13.9,Denver Nuggets,US,Arizona
Jamal Murray,PG,26,59,59,31.5,8.0,16.7,0.481,2.5,5.8,0.425,5.6,10.9,0.51,0.554,2.7,3.1,0.853,0.7,3.4,4.1,6.5,1.0,0.7,2.1,1.8,21.2,Denver Nuggets,CA,Kentucky
Reggie Jackson,PG,33,82,23,22.2,4.0,9.2,0.431,1.2,3.5,0.359,2.7,5.8,0.475,0.499,1.0,1.2,0.806,0.4,1.5,1.9,3.8,0.5,0.2,1.3,1.8,10.2,Denver Nuggets,IT,Boston College
Christian Braun,SG,22,82,4,20.2,2.7,5.9,0.46,0.8,2.0,0.384,1.9,3.9,0.498,0.525,1.1,1.6,0.694,1.0,2.8,3.7,1.6,0.5,0.4,0.7,1.7,7.3,Denver Nuggets,US,Kansas
Peyton Watson,SF,21,80,4,18.6,2.6,5.6,0.465,0.6,1.9,0.296,2.0,3.7,0.553,0.516,0.9,1.3,0.67,0.7,2.5,3.2,1.1,0.5,1.1,0.7,1.8,6.7,Denver Nuggets,US,UCLA
Justin Holiday,SG,34,58,9,14.9,1.5,3.3,0.454,0.9,2.3,0.404,0.6,1.0,0.569,0.595,0.1,0.1,0.75,0.2,1.1,1.2,1.2,0.6,0.2,0.2,1.2,4.0,Denver Nuggets,US,Washington
DeAndre Jordan,C,35,36,2,11.0,1.6,2.6,0.624,0.0,0.0,,1.6,2.6,0.624,0.624,0.7,1.5,0.491,1.5,2.9,4.4,0.7,0.2,0.4,0.6,1.6,3.9,Denver Nuggets,US,Texas A&M
Julian Strawther,SF,21,50,0,10.9,1.6,4.4,0.369,0.8,2.8,0.297,0.8,1.7,0.488,0.462,0.4,0.6,0.71,0.1,1.1,1.2,0.9,0.3,0.1,0.5,1.1,4.5,Denver Nuggets,US,Gonzaga
Zeke Nnaji,PF,23,58,0,9.9,1.2,2.6,0.463,0.1,0.4,0.261,1.1,2.2,0.5,0.483,0.7,1.1,0.677,1.1,1.1,2.2,0.6,0.3,0.7,0.5,1.4,3.2,Denver Nuggets,US,Arizona
Collin Gillespie,PG,24,24,0,9.4,1.3,2.9,0.464,0.6,1.6,0.395,0.7,1.3,0.548,0.572,0.3,0.5,0.667,0.0,0.8,0.9,1.1,0.5,0.0,0.6,1.0,3.6,Denver Nuggets,US,Villanova
Jalen Pickett,SG,24,27,0,4.5,0.6,1.3,0.429,0.3,0.9,0.36,0.2,0.4,0.6,0.557,0.1,0.1,0.75,0.0,0.5,0.5,0.8,0.1,0.0,0.3,0.5,1.6,Denver Nuggets,US,"Siena College, Penn State"
Braxton Key,SF,26,20,0,3.0,0.4,0.9,0.412,0.1,0.3,0.4,0.3,0.6,0.417,0.471,0.3,0.4,0.75,0.2,0.8,0.9,0.5,0.1,0.1,0.1,0.3,1.1,Denver Nuggets,US,"Alabama, Virginia"
Hunter Tyson,PF,23,18,0,2.7,0.4,1.1,0.4,0.2,0.8,0.286,0.2,0.3,0.667,0.5,0.0,0.0,,0.1,0.4,0.5,0.1,0.1,0.0,0.1,0.6,1.1,Denver Nuggets,US,Clemson
Jay Huff,C,25,20,0,2.5,0.5,0.8,0.6,0.2,0.5,0.333,0.3,0.3,1.0,0.7,0.1,0.1,1.0,0.1,0.5,0.6,0.1,0.1,0.2,0.1,0.5,1.2,Denver Nuggets,US,Virginia
Anthony Edwards,SG,22,79,78,35.1,9.1,19.7,0.461,2.4,6.7,0.357,6.7,13.0,0.515,0.522,5.4,6.4,0.836,0.7,4.8,5.4,5.1,1.3,0.5,3.1,1.8,25.9,Minnesota Timberwolves,US,Georgia
Rudy Gobert,C,31,76,76,34.1,5.3,8.1,0.661,0.0,0.0,0.0,5.3,8.0,0.664,0.661,3.3,5.1,0.638,3.8,9.2,12.9,1.3,0.7,2.1,1.6,3.1,14.0,Minnesota Timberwolves,FR,
Karl-Anthony Towns,PF,28,62,62,32.7,7.7,15.3,0.504,2.2,5.3,0.416,5.5,10.1,0.55,0.575,4.1,4.7,0.873,1.5,6.8,8.3,3.0,0.7,0.7,2.9,3.3,21.8,Minnesota Timberwolves,US,Kentucky
Jaden McDaniels,SF,23,72,71,29.2,4.3,8.7,0.489,1.2,3.5,0.337,3.1,5.2,0.592,0.557,0.8,1.1,0.722,0.8,2.3,3.1,1.4,0.9,0.6,1.2,3.0,10.5,Minnesota Timberwolves,US,Washington
Mike Conley,PG,36,76,76,28.9,3.9,8.5,0.457,2.4,5.3,0.442,1.5,3.1,0.481,0.595,1.3,1.5,0.911,0.5,2.4,2.9,5.9,1.2,0.2,1.3,1.7,11.4,Minnesota Timberwolves,US,Ohio State
Naz Reid,C,24,81,14,24.2,5.0,10.5,0.477,2.1,5.0,0.414,2.9,5.5,0.535,0.576,1.3,1.8,0.736,0.9,4.3,5.2,1.3,0.8,0.9,1.4,2.1,13.5,Minnesota Timberwolves,US,LSU
Nickeil Alexander-Walker,SG,25,82,20,23.4,2.9,6.6,0.439,1.6,4.1,0.391,1.3,2.5,0.517,0.56,0.6,0.8,0.8,0.4,1.6,2.0,2.5,0.8,0.5,0.9,1.7,8.0,Minnesota Timberwolves,CA,Virginia Tech
Kyle Anderson,PF,30,79,10,22.6,2.5,5.5,0.46,0.1,0.6,0.229,2.4,4.9,0.488,0.472,1.2,1.7,0.708,0.8,2.7,3.5,4.2,0.9,0.6,1.2,1.6,6.4,Minnesota Timberwolves,US,UCLA
Monte Morris,PG,28,27,0,15.1,1.9,4.4,0.417,0.9,2.2,0.424,0.9,2.3,0.41,0.521,0.4,0.6,0.706,0.2,1.5,1.7,2.3,0.7,0.3,0.2,0.5,5.1,Minnesota Timberwolves,US,Iowa State
Shake Milton,SG,27,38,0,12.9,1.7,4.2,0.4,0.4,1.4,0.264,1.3,2.8,0.467,0.444,0.9,1.2,0.818,0.2,1.2,1.3,1.3,0.4,0.1,0.7,1.2,4.7,Minnesota Timberwolves,US,SMU
T.J. Warren,SF,30,11,0,11.4,1.6,3.7,0.439,0.2,1.2,0.154,1.5,2.5,0.571,0.463,0.3,0.4,0.75,0.5,1.5,2.0,0.8,0.4,0.1,0.4,1.0,3.7,Minnesota Timberwolves,US,NC State
Jordan McLaughlin,PG,27,56,0,11.2,1.3,2.6,0.483,0.8,1.6,0.472,0.5,1.0,0.5,0.628,0.2,0.3,0.722,0.3,1.0,1.3,2.0,0.6,0.1,0.3,0.6,3.5,Minnesota Timberwolves,US,USC
Troy Brown Jr.,SF,24,37,3,11.1,1.4,3.2,0.441,0.8,2.3,0.369,0.6,0.9,0.618,0.572,0.5,0.6,0.864,0.4,1.6,1.9,0.9,0.2,0.1,0.5,0.7,4.2,Minnesota Timberwolves,US,Oregon
Luka Garza,C,25,25,0,4.9,1.4,3.0,0.48,0.4,1.3,0.281,1.1,1.7,0.628,0.54,0.7,1.0,0.72,0.8,0.5,1.2,0.2,0.2,0.0,0.2,1.0,4.0,Minnesota Timberwolves,US,Iowa
Daishen Nix,PG,21,15,0,3.3,0.6,1.6,0.375,0.4,1.1,0.353,0.2,0.5,0.429,0.5,0.2,0.4,0.5,0.1,0.1,0.2,0.4,0.3,0.0,0.3,0.1,1.8,Minnesota Timberwolves,US,
Leonard Miller,SF,20,17,0,3.1,0.8,1.2,0.65,0.1,0.3,0.4,0.6,0.9,0.733,0.7,0.1,0.1,0.5,0.3,0.9,1.2,0.5,0.1,0.1,0.1,0.3,1.7,Minnesota Timberwolves,CA,
Wendell Moore Jr.,SG,22,25,0,3.0,0.4,0.7,0.5,0.0,0.2,0.0,0.4,0.5,0.75,0.5,0.0,0.0,,0.0,0.5,0.5,0.2,0.2,0.0,0.2,0.2,0.7,Minnesota Timberwolves,US,Duke
Josh Minott,SF,21,32,0,2.8,0.5,1.1,0.472,0.1,0.3,0.4,0.4,0.8,0.5,0.528,0.4,0.4,0.857,0.1,0.4,0.5,0.3,0.2,0.2,0.1,0.3,1.6,Minnesota Timberwolves,US,Memphis
Justin Jackson,SF,28,2,0,0.5,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Minnesota Timberwolves,US,UNC
Kawhi Leonard,SF,32,68,68,34.3,9.0,17.1,0.525,2.1,4.9,0.417,6.9,12.1,0.569,0.585,3.7,4.2,0.885,1.2,4.9,6.1,3.6,1.6,0.9,1.8,1.4,23.7,LA Clippers,US,San Diego State
James Harden,PG,34,72,72,34.3,4.9,11.4,0.428,2.6,6.8,0.381,2.3,4.6,0.497,0.541,4.2,4.8,0.878,0.5,4.7,5.1,8.5,1.1,0.8,2.6,1.8,16.6,LA Clippers,US,Arizona State
Paul George,PF,33,74,74,33.8,7.9,16.7,0.471,3.3,7.9,0.413,4.6,8.8,0.523,0.569,3.6,3.9,0.907,0.5,4.7,5.2,3.5,1.5,0.5,2.1,2.7,22.6,LA Clippers,US,Fresno State
Ivica Zubac,C,26,68,68,26.4,5.0,7.6,0.649,0.0,0.0,,5.0,7.6,0.649,0.649,1.8,2.4,0.723,2.9,6.3,9.2,1.4,0.3,1.2,1.2,2.6,11.7,LA Clippers,BA,
Norman Powell,SG,30,76,3,26.2,4.9,10.1,0.486,2.2,5.1,0.435,2.7,5.1,0.536,0.594,1.9,2.3,0.831,0.2,2.4,2.6,1.1,0.6,0.3,0.9,1.8,13.9,LA Clippers,US,UCLA
Terance Mann,SG,27,75,71,25.0,3.4,6.6,0.515,0.9,2.7,0.348,2.4,3.9,0.633,0.587,1.1,1.3,0.832,1.2,2.2,3.4,1.6,0.6,0.2,0.6,1.9,8.8,LA Clippers,US,Florida State
Robert Covington,PF,33,3,3,23.0,1.0,3.0,0.333,0.7,2.7,0.25,0.3,0.3,1.0,0.444,0.3,0.7,0.5,0.7,2.0,2.7,2.3,2.0,0.7,0.0,2.3,3.0,LA Clippers,US,Tennessee State
Russell Westbrook,PG,35,68,11,22.5,4.4,9.8,0.454,0.6,2.3,0.273,3.8,7.5,0.509,0.486,1.6,2.4,0.688,1.4,3.7,5.0,4.5,1.1,0.3,2.1,1.8,11.1,LA Clippers,US,UCLA
Amir Coffey,SF,26,70,13,20.9,2.4,5.0,0.472,1.0,2.6,0.38,1.4,2.4,0.571,0.571,0.9,1.0,0.859,0.4,1.7,2.1,1.1,0.6,0.2,0.5,1.5,6.6,LA Clippers,US,Minnesota
Nicolas Batum,PF,35,3,0,18.0,1.0,2.7,0.375,0.7,2.3,0.286,0.3,0.3,1.0,0.5,0.0,0.0,,0.0,2.3,2.3,1.7,1.0,1.3,0.3,1.7,2.7,LA Clippers,FR,
Daniel Theis,C,31,59,3,17.1,2.6,4.9,0.536,0.4,1.2,0.371,2.2,3.7,0.589,0.581,0.6,0.8,0.76,1.4,2.7,4.1,1.0,0.4,0.9,0.7,2.1,6.3,LA Clippers,DE,
KJ Martin,SF,23,2,0,15.5,2.0,5.0,0.4,0.5,2.5,0.2,1.5,2.5,0.6,0.45,0.5,1.0,0.5,0.5,1.0,1.5,0.5,1.0,0.5,1.0,1.5,5.0,LA Clippers,US,
P.J. Tucker,PF,38,28,7,15.0,0.6,1.6,0.356,0.4,1.1,0.367,0.2,0.5,0.333,0.478,0.1,0.1,1.0,1.0,1.6,2.5,0.6,0.5,0.2,0.2,1.6,1.6,LA Clippers,US,Texas
Mason Plumlee,C,33,46,11,14.7,1.9,3.3,0.569,0.0,0.1,0.0,1.9,3.2,0.592,0.569,1.5,2.2,0.707,1.3,3.8,5.1,1.2,0.3,0.4,0.8,1.5,5.3,LA Clippers,US,Duke
Bones Hyland,PG,23,37,5,14.6,2.6,6.8,0.386,1.2,3.6,0.326,1.4,3.1,0.457,0.474,0.5,0.6,0.783,0.1,1.4,1.5,2.5,0.7,0.1,1.2,1.4,6.9,LA Clippers,US,VCU
Brandon Boston Jr.,SF,22,32,0,10.8,2.0,5.0,0.404,0.4,1.6,0.269,1.6,3.4,0.468,0.447,0.7,1.0,0.697,0.6,1.0,1.6,0.4,0.3,0.3,0.8,1.3,5.2,LA Clippers,US,Kentucky
Kobe Brown,PF,24,44,0,9.0,0.8,2.0,0.411,0.3,1.1,0.292,0.5,1.0,0.548,0.489,0.0,0.0,0.5,0.5,1.0,1.4,0.6,0.3,0.1,0.2,1.1,2.0,LA Clippers,US,Missouri
Xavier Moon,SG,29,14,1,8.5,1.1,3.3,0.326,0.1,1.2,0.118,0.9,2.1,0.448,0.348,0.1,0.1,0.5,0.6,0.7,1.3,1.5,0.2,0.2,0.4,0.6,2.4,LA Clippers,US,"Northwest Florida State College, Morehead State University"
Moussa Diabaté,C,22,11,0,5.8,0.9,1.7,0.526,0.0,0.0,,0.9,1.7,0.526,0.526,0.8,1.3,0.643,1.4,0.8,2.2,0.4,0.5,0.1,0.2,0.4,2.6,LA Clippers,FR,Michigan
Joshua Primo,SG,21,2,0,5.0,0.5,1.5,0.333,0.0,0.5,0.0,0.5,1.0,0.5,0.333,0.0,0.0,,0.5,0.0,0.5,0.0,0.0,0.5,2.0,0.0,1.0,LA Clippers,CA,Alabama
Jordan Miller,SF,24,8,0,3.5,0.6,1.1,0.556,0.1,0.3,0.5,0.5,0.9,0.571,0.611,0.3,0.3,1.0,0.4,0.3,0.6,0.0,0.0,0.0,0.1,0.3,1.6,LA Clippers,US,"George Mason, Miami (FL)"
Luka Dončić,PG,24,70,70,37.5,11.5,23.6,0.487,4.1,10.6,0.382,7.4,13.0,0.573,0.573,6.8,8.7,0.786,0.8,8.4,9.2,9.8,1.4,0.5,4.0,2.1,33.9,Dallas Mavericks,SI,
Kyrie Irving,SG,31,58,58,35.0,9.7,19.5,0.497,3.0,7.3,0.411,6.7,12.2,0.548,0.573,3.3,3.6,0.905,0.8,4.2,5.0,5.2,1.3,0.5,1.8,1.9,25.6,Dallas Mavericks,AU,Duke
P.J. Washington,PF,25,29,28,32.2,4.4,10.4,0.421,1.8,5.8,0.314,2.6,4.6,0.556,0.508,1.1,1.8,0.627,1.1,5.1,6.2,1.5,1.2,0.9,1.0,2.0,11.7,Dallas Mavericks,US,Kentucky
Tim Hardaway Jr.,SF,31,79,12,26.8,5.0,12.4,0.402,2.7,7.6,0.353,2.3,4.8,0.478,0.51,1.8,2.1,0.852,0.3,2.9,3.2,1.8,0.5,0.1,0.9,1.3,14.4,Dallas Mavericks,US,Michigan
Grant Williams,PF,25,47,33,26.4,2.8,6.7,0.413,1.7,4.5,0.376,1.1,2.3,0.486,0.538,0.9,1.2,0.745,1.0,2.6,3.6,1.7,0.5,0.6,1.1,2.9,8.1,Dallas Mavericks,US,Tennessee
Josh Green,SG,23,57,33,26.4,3.1,6.6,0.479,1.3,3.3,0.385,1.9,3.3,0.572,0.575,0.7,1.0,0.684,0.7,2.5,3.2,2.3,0.8,0.2,1.1,1.9,8.2,Dallas Mavericks,AU,Arizona
Derrick Jones Jr.,SF,26,76,66,23.5,3.1,6.5,0.483,1.1,3.1,0.343,2.1,3.4,0.613,0.566,1.3,1.8,0.713,1.1,2.2,3.3,1.0,0.7,0.7,0.9,1.6,8.6,Dallas Mavericks,US,UNLV
Dereck Lively II,C,19,55,42,23.5,4.0,5.4,0.747,0.0,0.0,0.0,4.0,5.3,0.752,0.747,0.7,1.5,0.506,2.5,4.4,6.9,1.1,0.7,1.4,0.9,2.6,8.8,Dallas Mavericks,US,Duke
Daniel Gafford,PF,25,29,21,21.5,5.0,6.4,0.78,0.0,0.0,,5.0,6.4,0.78,0.78,1.2,1.9,0.607,2.2,4.7,6.9,1.6,0.7,1.9,1.0,2.8,11.2,Dallas Mavericks,US,Arkansas
Maxi Kleber,C,32,43,7,20.3,1.5,3.4,0.432,0.7,2.1,0.348,0.7,1.3,0.574,0.541,0.8,1.1,0.702,0.7,2.6,3.3,1.6,0.4,0.7,0.7,1.8,4.4,Dallas Mavericks,DE,
Dante Exum,PG,28,55,17,19.8,2.9,5.5,0.533,1.0,2.0,0.491,2.0,3.5,0.557,0.621,1.0,1.2,0.779,0.5,2.3,2.7,2.9,0.4,0.1,0.9,1.5,7.8,Dallas Mavericks,AU,
Jaden Hardy,SG,21,73,7,13.5,2.7,6.6,0.407,1.1,3.1,0.362,1.6,3.5,0.447,0.492,0.8,1.0,0.776,0.3,1.5,1.8,1.5,0.3,0.1,0.8,1.1,7.3,Dallas Mavericks,US,
Dwight Powell,C,32,63,9,13.3,1.1,1.7,0.679,0.0,0.0,0.333,1.1,1.6,0.689,0.684,1.0,1.4,0.708,1.5,1.9,3.4,1.3,0.4,0.3,0.5,1.8,3.3,Dallas Mavericks,CA,Stanford
Alex Fudge,SF,20,2,0,13.0,2.5,4.5,0.556,0.5,1.5,0.333,2.0,3.0,0.667,0.611,0.0,0.0,,1.0,0.5,1.5,0.0,1.5,0.0,0.5,0.5,5.5,Dallas Mavericks,US,"LSU, Florida"
Seth Curry,SG,33,36,3,12.7,1.5,4.0,0.372,0.8,2.2,0.363,0.7,1.8,0.385,0.472,0.5,0.5,0.895,0.4,1.0,1.4,0.8,0.5,0.1,0.4,0.9,4.3,Dallas Mavericks,US,"Liberty, Duke"
Richaun Holmes,C,30,23,2,10.3,1.4,2.6,0.559,0.0,0.0,,1.4,2.6,0.559,0.559,0.5,0.9,0.571,1.4,2.0,3.4,0.7,0.1,0.4,0.5,1.4,3.4,Dallas Mavericks,US,Bowling Green
Olivier-Maxence Prosper,PF,21,40,1,8.4,1.0,2.6,0.385,0.3,1.1,0.289,0.7,1.5,0.458,0.447,0.7,1.0,0.683,0.6,1.4,2.0,0.6,0.2,0.1,0.2,0.5,3.0,Dallas Mavericks,CA,"Clemson, Marquette"
Markieff Morris,PF,34,26,1,8.3,0.9,2.6,0.338,0.6,1.6,0.357,0.3,1.0,0.308,0.449,0.2,0.2,0.833,0.2,1.3,1.5,0.6,0.2,0.1,0.5,0.5,2.5,Dallas Mavericks,US,Kansas
Dexter Dennis,SG,24,4,0,7.5,2.5,4.8,0.526,0.3,2.0,0.125,2.3,2.8,0.818,0.553,0.3,0.8,0.333,0.3,2.0,2.3,1.0,0.0,0.3,0.8,0.3,5.5,Dallas Mavericks,US,"Wichita State, Texas A&M"
A.J. Lawson,SG,23,42,0,7.4,1.3,2.9,0.446,0.3,1.2,0.26,1.0,1.7,0.577,0.5,0.4,0.5,0.652,0.3,0.9,1.2,0.5,0.2,0.1,0.3,0.5,3.2,Dallas Mavericks,CA,South Carolina
Greg Brown III,PF,22,6,0,6.7,0.8,1.8,0.455,0.2,0.5,0.333,0.7,1.3,0.5,0.5,0.7,1.5,0.444,0.5,1.0,1.5,0.7,0.0,0.7,0.7,0.8,2.5,Dallas Mavericks,US,Texas
Brandon Williams,PG,24,17,0,6.6,1.2,3.2,0.37,0.2,0.9,0.2,1.0,2.3,0.436,0.398,0.6,1.0,0.647,0.2,0.5,0.8,1.0,0.1,0.1,0.4,0.2,3.2,Dallas Mavericks,US,Arizona
Kevin Durant,PF,35,75,75,37.2,10.0,19.1,0.523,2.2,5.4,0.413,7.8,13.7,0.567,0.581,4.8,5.6,0.856,0.5,6.1,6.6,5.0,0.9,1.2,3.3,1.8,27.1,Phoenix Suns,US,Texas
Devin Booker,PG,27,68,68,36.0,9.4,19.2,0.492,2.2,6.1,0.364,7.2,13.0,0.552,0.55,6.0,6.7,0.886,0.8,3.7,4.5,6.9,0.9,0.4,2.6,3.0,27.1,Phoenix Suns,US,Kentucky
Grayson Allen,SG,28,75,74,33.5,4.5,9.1,0.499,2.7,5.9,0.461,1.8,3.2,0.57,0.649,1.7,2.0,0.878,0.6,3.3,3.9,3.0,0.9,0.6,1.3,2.1,13.5,Phoenix Suns,US,Duke
Bradley Beal,SG,30,53,53,33.3,7.1,13.9,0.513,1.9,4.4,0.43,5.2,9.4,0.552,0.582,2.1,2.5,0.813,1.0,3.4,4.4,5.0,1.0,0.5,2.5,2.4,18.2,Phoenix Suns,US,Florida
Eric Gordon,SG,35,68,24,27.8,4.0,9.1,0.443,2.2,5.8,0.378,1.8,3.3,0.561,0.565,0.8,0.9,0.797,0.2,1.6,1.8,2.0,1.0,0.4,1.1,1.2,11.0,Phoenix Suns,US,Indiana
Jusuf Nurkić,C,29,76,76,27.3,4.2,8.3,0.51,0.3,1.2,0.244,3.9,7.1,0.555,0.528,2.2,3.4,0.64,2.9,8.1,11.0,4.0,1.1,1.1,2.3,3.3,10.9,Phoenix Suns,BA,
Royce O'Neale,SF,30,30,8,25.1,2.9,7.1,0.411,2.0,5.2,0.376,1.0,1.9,0.509,0.549,0.3,0.4,0.692,0.7,4.5,5.2,2.7,0.9,0.5,0.7,1.8,8.1,Phoenix Suns,US,"Denver, Baylor"
Josh Okogie,SG,25,60,11,16.0,1.4,3.4,0.417,0.5,1.6,0.309,1.0,1.9,0.509,0.488,1.3,1.7,0.745,1.2,1.3,2.6,1.1,0.8,0.4,0.6,1.1,4.6,Phoenix Suns,NG,Georgia Tech
Drew Eubanks,C,26,75,6,15.6,2.0,3.4,0.601,0.0,0.0,1.0,2.0,3.3,0.596,0.607,1.0,1.2,0.774,1.4,2.9,4.3,0.8,0.4,0.8,0.8,1.5,5.1,Phoenix Suns,US,Oregon State
Keita Bates-Diop,SF,28,39,8,15.3,1.6,3.8,0.427,0.5,1.6,0.313,1.1,2.2,0.512,0.493,0.7,0.9,0.722,0.8,1.8,2.6,0.9,0.6,0.5,0.3,0.8,4.5,Phoenix Suns,US,Ohio State
Jordan Goodwin,PG,25,40,0,14.0,1.9,4.8,0.389,0.6,2.0,0.288,1.3,2.8,0.46,0.448,0.6,0.7,0.862,1.0,1.9,2.9,2.0,0.6,0.2,0.7,1.1,5.0,Phoenix Suns,US,Saint Louis
Yuta Watanabe,SF,29,29,0,13.2,1.2,3.3,0.361,0.8,2.6,0.32,0.4,0.8,0.5,0.485,0.3,0.5,0.667,0.4,1.2,1.6,0.3,0.3,0.2,0.6,1.2,3.6,Phoenix Suns,JP,George Washington
Chimezie Metu,C,26,37,5,12.1,1.8,3.5,0.508,0.4,1.4,0.294,1.4,2.1,0.646,0.565,1.0,1.2,0.884,0.6,2.3,3.0,0.5,0.5,0.2,0.7,1.1,5.0,Phoenix Suns,US,USC
Bol Bol,PF,24,43,0,10.9,2.2,3.5,0.616,0.5,1.2,0.423,1.7,2.3,0.717,0.689,0.3,0.4,0.789,0.7,2.4,3.2,0.4,0.2,0.6,0.4,1.0,5.2,Phoenix Suns,SD,Oregon
Nassir Little,SF,23,45,2,10.2,1.3,2.8,0.46,0.5,1.6,0.3,0.8,1.2,0.667,0.544,0.4,0.4,0.85,0.3,1.4,1.7,0.5,0.2,0.2,0.3,0.9,3.4,Phoenix Suns,US,UNC
Thaddeus Young,PF,35,10,0,8.9,1.1,2.1,0.524,0.0,0.1,0.0,1.1,2.0,0.55,0.524,0.1,0.3,0.333,1.7,1.1,2.8,0.7,0.5,0.2,0.4,1.1,2.3,Phoenix Suns,US,Georgia Tech
Saben Lee,PG,24,24,0,7.7,0.8,2.3,0.364,0.1,0.7,0.125,0.8,1.6,0.462,0.382,1.2,1.6,0.744,0.4,0.9,1.3,1.3,0.3,0.1,0.3,0.5,3.0,Phoenix Suns,US,Vanderbilt
Udoka Azubuike,C,24,16,0,7.1,1.0,1.4,0.696,0.0,0.0,,1.0,1.4,0.696,0.696,0.2,0.8,0.231,0.7,1.3,2.0,0.2,0.1,0.4,0.3,1.1,2.2,Phoenix Suns,NG,Kansas
Ish Wainright,SF,29,4,0,4.0,0.3,1.5,0.167,0.3,1.0,0.25,0.0,0.5,0.0,0.25,0.0,0.0,,0.8,0.5,1.3,0.3,0.5,0.0,0.3,1.0,0.8,Phoenix Suns,US,Baylor
David Roddy,PF,22,17,0,3.7,0.6,1.4,0.435,0.1,0.5,0.125,0.5,0.9,0.6,0.457,0.1,0.1,1.0,0.1,0.5,0.6,0.2,0.1,0.0,0.2,0.2,1.3,Phoenix Suns,US,Colorado State
Théo Maledon,PG,22,4,0,3.3,0.3,1.0,0.25,0.0,0.0,,0.3,1.0,0.25,0.25,0.8,0.8,1.0,0.0,0.3,0.3,0.0,0.0,0.0,0.8,0.8,1.3,Phoenix Suns,FR,
Isaiah Thomas,PG,34,6,0,3.2,0.5,1.7,0.3,0.3,0.7,0.5,0.2,1.0,0.167,0.4,0.0,0.0,,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,1.3,Phoenix Suns,US,Washington
Brandon Ingram,SF,26,64,64,32.9,7.8,15.9,0.492,1.3,3.8,0.355,6.5,12.1,0.534,0.534,3.8,4.8,0.801,0.7,4.4,5.1,5.7,0.8,0.6,2.5,2.3,20.8,New Orleans Pelicans,US,Duke
CJ McCollum,PG,32,66,66,32.7,7.3,16.0,0.459,3.6,8.4,0.429,3.7,7.5,0.492,0.572,1.7,2.1,0.827,0.6,3.7,4.3,4.6,0.9,0.6,1.7,1.9,20.0,New Orleans Pelicans,US,Lehigh
Zion Williamson,PF,23,70,70,31.5,8.9,15.6,0.57,0.1,0.3,0.333,8.8,15.4,0.574,0.573,5.0,7.1,0.702,1.7,4.1,5.8,5.0,1.1,0.7,2.8,2.3,22.9,New Orleans Pelicans,US,Duke
Herbert Jones,SF,25,76,76,30.5,3.9,7.7,0.498,1.5,3.6,0.418,2.4,4.1,0.568,0.595,1.8,2.1,0.867,1.0,2.6,3.6,2.6,1.4,0.8,1.2,2.9,11.0,New Orleans Pelicans,US,Alabama
